,address,beds,phone,price,title,address_geo,latitude,longitude,lat_rad,long_rad,parkScore,restaurantScore,serviceScore,newRestaurantScore,newParkScore,newServiceScore
82,"433 Flowers Ave, Pittsburgh, PA 15207",House for Rent,,$749,433 Flowers Ave,"433, Flowers Avenue, Glenwood, Hazelwood, PGH, Allegheny County, Pennsylvania, 15207, USA",40.4121341759822,-79.9376125874334,0.705324799128615,-1.3951745358343766,[10.72890014],[11.14678037],[10.77948752],87,97,85
83,"5101 1/2 Lytle St, Pittsburgh, PA 15207",House for Rent,,$699,2 Bedroom/1 Bath Available in Hazelwood!!,"5101, Lytle Street, Glenwood, Hazelwood, PGH, Allegheny County, Pennsylvania, 15207, USA",40.406641,-79.945192,0.7052289251213341,-1.3953068215390307,[10.70547704],[11.11811747],[10.74876578],85,94,81
84,"214 Franklin Ave, Pittsburgh, PA 15221",House for Rent,,"$1,749","5 br, 3 bath House - 214 Franklin Ave","214, Franklin Avenue, Park Place, Point Breeze South, Wilkinsburg, Allegheny County, Pennsylvania, 15221, USA",40.4434578636364,-79.8928924545455,0.705871500612047,-1.3943940222735531,[10.61555943],[11.07009347],[10.86379661],82,82,97
85,"729 S Negley Ave, Pittsburgh, PA 15232",Condo for Rent,,"$1,275","1 br, 1 bath  - 729 South Negley Avenue 2","729, South Negley Avenue, Shadyside, PGH, Allegheny County, Pennsylvania, 15232, USA",40.452623890209,-79.9311890653334,0.7060314779550642,-1.3950624242241567,[10.64496826],[11.27578043],[10.88168556],97,86,99
86,"220 Heinz St, Pittsburgh, PA 15212",Condo for Rent,,"$1,750",220 Heinz St,"220, Heinz Street, Troy Hill, PGH, Allegheny County, Pennsylvania, 15212, USA",40.4538585918367,-79.9907581632653,0.7060530275637473,-1.3961021011155113,[10.58700396],[11.22254486],[10.79180087],93,79,87
87,"808 Portland St, Pittsburgh, PA 15206",Condo for Rent,,$775,"1 br, 1 bath  - 808 Portland St","808, Portland Street, Highland Park, PGH, Allegheny County, Pennsylvania, 15206, USA",40.47175655,-79.925442298945,0.7063654058630812,-1.3949621242293362,[10.45373458],[11.18959025],[10.82107999],91,61,91
88,"1511 St Patrick St, Pittsburgh, PA 15210",Townhome for Rent,,$895,1511 St Patrick St,"1511, Saint Patrick Street, Billy Buck Hill, South Side Slopes, PGH, Allegheny County, Pennsylvania, 15210, USA",40.4212375461546,-79.9824242846285,0.7054836829111512,-1.3959566474938374,[10.67334523],[11.21741314],[10.76333259],93,90,83
89,"353 Grace St, Pittsburgh, PA 15211",Condo for Rent,,$750,353 Grace St,"353, Grace Street, Mount Washington, PGH, Allegheny County, Pennsylvania, 15211, USA",40.4302656067118,-80.0117896052771,0.7056412522929437,-1.3964691690250595,[10.5612009],[11.11590405],[10.66851501],85,75,70
90,"375 Semple St, Pittsburgh, PA 15213",House for Rent,,"$2,450","5 br, 3 bath House - 375 Semple St","375, Semple Street, Oakland, Central Oakland, PGH, Allegheny County, Pennsylvania, 15213, USA",40.4376254180768,-79.9554707239136,0.7057697052335886,-1.3954862191142265,[10.71952031],[11.30759825],[10.86478761],99,96,97
91,"5552 Beacon St, Pittsburgh, PA 15217",House for Rent,,"$1,300",5552 Beacon St,"5552, Beacon Street, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.433915139059,-79.9284995977775,0.7057049486485605,-1.3950154841601807,[10.73179503],[11.24623786],[10.86651787],95,98,97
92,"2660 S 18th St, Pittsburgh, PA 15210",Condo for Rent,,"$1,100","3 br, 1 bath Apartment - 2660 S 18th St","2660, South 18th Street, Billy Buck Hill, South Side Slopes, PGH, Allegheny County, Pennsylvania, 15210, USA",40.4201224963637,-79.9869071749841,0.7054642216209763,-1.3960348886905487,[10.65733305],[11.19906036],[10.74469034],91,88,81
93,"5720 Solway St, Pittsburgh, PA 15217",Condo for Rent,,"$2,450","3 br, 2 bath Apartment - 5720 Solway","5720, Solway Street, Squirrel Hill, Squirrel Hill North, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4428386792777,-79.9249966173692,0.7058606938063109,-1.394954345618423,[10.69555872],[11.25446627],[10.88078278],95,93,99
94,"1670 Breining St, Pittsburgh, PA 15234",Condo for Rent,,"$1,200","3 br, 1.5 bath Apartment - 1670 Breining St","1670, Breining Street, Overbrook, PGH, Allegheny County, Pennsylvania, 15234, USA",40.3885502302977,-80.003361480177,0.704913181625809,-1.396322070492293,[10.47932019],[10.89258312],[10.51548076],69,65,49
95,"130 S 22nd St, Pittsburgh, PA 15203",Condo for Rent,,"$1,400",130 S 22nd St,"130, South 22nd Street, South Side Flats, PGH, Allegheny County, Pennsylvania, 15203, USA",40.426935,-79.974893,0.7055831222397339,-1.3958252017801653,[10.69859049],[11.25954823],[10.8041106],96,93,89
96,"412 William St, Pittsburgh, PA 15211",Condo for Rent,,$800,"2 br, 1 bath Apartment - 412 William St","412, William Street, Allentown, PGH, Allegheny County, Pennsylvania, 15211, USA",40.4280740458649,-80.0034835897951,0.7056030023404076,-1.3963242017071769,[10.59996265],[11.15960151],[10.70511107],88,80,75
97,"19 Edith Pl, Pittsburgh, PA 15213",Condo for Rent,,$420,"3 br, 1 bath Apartment - 19 Edith Pl","19, Edith Place, South Oakland, PGH, Allegheny County, Pennsylvania, 15213, USA",40.4330099835953,-79.9545796097569,0.7056891507054764,-1.3954706662381808,[10.73043013],[11.29586076],[10.85583579],98,97,96
98,"1324 Wightman St, Pittsburgh, PA 15217",House for Rent,,"$1,995","3 br, 1.5 bath House - 1324 Wightman St","Wightman Street, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4357578,-79.9276271,0.7057371091489787,-1.395000256201247,[10.72600001],[11.24901217],[10.87060029],95,97,98
99,"1121 Sheffield St, Pittsburgh, PA 15233",House for Rent,,"$1,800","3 br, 2 bath House - 1121 Sheffield St","1121, Sheffield Street, Chateau, PGH, Allegheny County, Pennsylvania, 15233, USA",40.4538731888717,-80.0213787135125,0.706053282330069,-1.3966365305360975,[10.46401348],[11.02684311],[10.6414312],79,63,67
100,"5524 Covode St, Pittsburgh, PA 15217",Condo for Rent,,"$1,195","2 br, 1 bath  - 5524 Covode St","5524, Covode Street, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4314452566606,-79.9297877966605,0.7056618410685713,-1.3950379674721096,[10.73811777],[11.24159796],[10.86016339],94,98,96
101,"250 37th St, Pittsburgh, PA 15201",House for Rent,,$900,"3 br, 1 bath House - 250 37th St","250, 37th Street, Lower Lawrenceville, PGH, Allegheny County, Pennsylvania, 15201, USA",40.464975477702,-79.9633459868911,0.7062470538246651,-1.3956236683826442,[10.55742366],[11.26172627],[10.83804484],96,75,93
102,"3734 Orpwood St, Pittsburgh, PA 15213",Condo for Rent,,$400,3734 Orpwood St,"3734, Orpwood Street, South Oakland, PGH, Allegheny County, Pennsylvania, 15213, USA",40.4296069770166,-79.9527604664162,0.705629757036211,-1.3954389161973197,[10.73661],[11.28298145],[10.84818135],97,98,95
103,"353 Grace St, Pittsburgh, PA 15211",Condo for Rent,,"$1,500",353 Grace St,"353, Grace Street, Mount Washington, PGH, Allegheny County, Pennsylvania, 15211, USA",40.4302656067118,-80.0117896052771,0.7056412522929437,-1.3964691690250595,[10.5612009],[11.11590405],[10.66851501],85,75,70
104,"2359 Tilbury Ave, Pittsburgh, PA 15217",Townhome for Rent,,"$1,149","3 br, 1 bath Duplex - 2359 Tilbury Ave 2359","2359, Tilbury Avenue, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4293706597725,-79.9180169784876,0.7056256325222223,-1.394832527939339,[10.72940537],[11.18256411],[10.84915329],90,97,95
105,"1615 Crosby Ave, Pittsburgh, PA 15216",House for Rent,,"$1,095","3 br, 1 bath House - 1615 Crosby Ave","1615, Crosby Avenue, Beechview, PGH, Allegheny County, Pennsylvania, 15216, USA",40.4055318118067,-80.0232208268463,0.7052095661353368,-1.396668681478967,[10.46154268],[10.93550156],[10.49847821],72,62,47
106,"6623 Ridgeville St, Pittsburgh, PA 15217",Townhome for Rent,,"$1,425",6623 Ridgeville St,"6623, Ridgeville Street, Point Breeze, Point Breeze South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4436406734303,-79.9144462162741,0.7058746912448555,-1.3947702063819076,[10.67403657],[11.20812781],[10.8768574],92,90,99
107,"5616 Callowhill St, Pittsburgh, PA 15206",Condo for Rent,,"$1,500",5616 Callowhill St,"5616, Callowhill Street, Highland Park, PGH, Allegheny County, Pennsylvania, 15206, USA",40.4783855070835,-79.9222713169507,0.7064811029901615,-1.3949067801530142,[10.36116206],[11.13426287],[10.77915543],87,49,85
108,"5931 Walnut St, Pittsburgh, PA 15232",Condo for Rent,,"$1,575","1 br, 1 bath Apartment - 5931 Walnut St 101","5931, Walnut Street, Shadyside, PGH, Allegheny County, Pennsylvania, 15232, USA",40.453957,-79.926028,0.7060547451102077,-1.3949723466411785,[10.62829378],[11.25743184],[10.87888622],96,84,99
109,"5717 Howe St, Pittsburgh, PA 15232",Condo for Rent,,"$1,875","2 br, 1.5 bath Apartment - 5717 Howe St Apt 1 Unit Apt 1","5717, Howe Street, Shadyside, PGH, Allegheny County, Pennsylvania, 15232, USA",40.4514792031417,-79.9298486864368,0.7060114993968348,-1.3950390301991868,[10.65132205],[11.27301267],[10.88248393],97,87,100
110,"5855 Darlington Rd, Pittsburgh, PA 15217",Condo for Rent,,"$1,025",5855 Darlington Rd,"5855, Darlington Road, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4371296949923,-79.9209166702104,0.7057610532335861,-1.3948831371071946,[10.71376211],[11.2256829],[10.87114355],93,95,98
111,"827 S Braddock Ave, Pittsburgh, PA 15221",Condo for Rent,,"$1,495",827 S Braddock Ave,"827, South Braddock Avenue, Park Place, Regent Square, Swissvale, Allegheny County, Pennsylvania, 15221, USA",40.436562245863,-79.8961806885078,0.7057511493779421,-1.3944514127827712,[10.65956995],[11.07710658],[10.8557011],82,88,96
112,"1401 N St Clair St, Pittsburgh, PA 15206",Condo for Rent,,"$1,195",1401 N St Clair St,"1401, North Saint Clair Street, Highland Park, PGH, Allegheny County, Pennsylvania, 15206, USA",40.4778535,-79.9198669,0.7064718177149105,-1.3948648151606338,[10.36182724],[11.12933078],[10.78075397],86,49,86
113,"2322 E Carson St, Pittsburgh, PA 15203",Condo for Rent,,"$1,350",2322 E Carson St,"2322, East Carson Street, South Side Flats, PGH, Allegheny County, Pennsylvania, 15203, USA",40.42809155,-79.9719483293627,0.7056033078451978,-1.3957738075821577,[10.70565796],[11.26905408],[10.8145745],96,94,90
114,"3946 Winterburn Ave, Pittsburgh, PA 15207",House for Rent,,"$1,150",3946 Winterburn Ave,"3946, Winterburn Avenue, Four Mile Run, Greenfield, PGH, Allegheny County, Pennsylvania, 15207, USA",40.4264985882353,-79.9398899411765,0.7055755054175453,-1.3952142831554262,[10.74619642],[11.24908531],[10.84451651],95,100,94
115,"4525 Friendship Ave, Pittsburgh, PA 15224",House for Rent,,"$1,249",4525 Friendship Ave,"4525, Friendship Avenue, Bloomfield, PGH, Allegheny County, Pennsylvania, 15224, USA",40.465625,-79.951723,0.7062583901273305,-1.3954208089924784,[10.55261568],[11.26633896],[10.84784147],96,74,95
116,"5441 Potter St, Pittsburgh, PA 15232",House for Rent,,"$2,300",5441 Potter St,"5441, Potter Street, Shadyside, PGH, Allegheny County, Pennsylvania, 15232, USA",40.4544803649936,-79.9362121183391,0.7060638795525357,-1.3951500930376084,[10.63671276],[11.28583051],[10.87982233],98,85,99
117,"120 Prospect St, Pittsburgh, PA 15211",3 Bed,,"$1,500",Stunning 3 Bed/2 Bathroom with Amazing Views! Unit B,"120, Prospect Street, Mount Washington, PGH, Allegheny County, Pennsylvania, 15211, USA",40.4285953506284,-80.0094724801429,0.705612100824937,-1.396428727562287,[10.57248689],[11.12676037],[10.67626095],86,77,71
118,"5535 Wellesley Ave, Pittsburgh, PA 15206",House for Rent,,"$1,350",5535 Wellesley Ave,"5535, Wellesley Avenue, Morningside, PGH, Allegheny County, Pennsylvania, 15206, USA",40.4745943170355,-79.9266142529333,0.7064149342412551,-1.394982578685114,[10.42162489],[11.17545828],[10.80611936],90,57,89
119,"3030 Merwyn Ave, Pittsburgh, PA 15204",House for Rent,,$695,3030 Merwyn Ave,"3030, Merwyn Avenue, Corliss, Sheraden, PGH, Allegheny County, Pennsylvania, 15204, USA",40.457698536208,-80.052375002695,0.7061200472361199,-1.3971775178382324,[10.25141993],[10.70262307],[10.40353182],55,35,34
120,"184 41st St, Pittsburgh, PA 15201",Townhome for Rent,,"$1,350","3 br, 2 bath Townhome - 184 41st Street","184, 41st Street, Lawrenceville, Central Lawrenceville, PGH, Allegheny County, Pennsylvania, 15201, USA",40.4699390289523,-79.9620782665378,0.7063336841365744,-1.3956015424884847,[10.51210047],[11.23604969],[10.82154314],94,69,91
121,"3028 Merwyn Ave, Pittsburgh, PA 15204",House for Rent,,$695,3028 Merwyn Ave,"3028, Merwyn Avenue, Corliss, Sheraden, PGH, Allegheny County, Pennsylvania, 15204, USA",40.4576685816727,-80.0523469203181,0.706119524430853,-1.3971770277082936,[10.25173967],[10.70309496],[10.40379978],55,35,34
122,"1025 Farragut St, Pittsburgh, PA 15206",Condo for Rent,,$995,"3 br, 1 bath  - 1025 Farragut St Apt 2 Unit Apt 2","1025, Farragut Street, Highland Park, PGH, Allegheny County, Pennsylvania, 15206, USA",40.4730487,-79.9183448,0.7063879581350108,-1.3948382495040892,[10.42046876],[11.15560375],[10.80919941],88,57,89
123,"7108 Baker St, Pittsburgh, PA 15206",House for Rent,,"$1,200","3 br, 1 bath House - 7108 Baker St","7108, Baker Street, Morningside, PGH, Allegheny County, Pennsylvania, 15206, USA",40.4878648544287,-79.9240060774827,0.7066465488122755,-1.3949370574360314,[10.22638198],[11.05767821],[10.70609703],81,32,75
124,"3532 Brighton Rd, Pittsburgh, PA 15212",Condo for Rent,,$900,"2 br, 1 bath Apartment - 3532 Brighton Rd","3532, Brighton Road, Brighton Heights, PGH, Allegheny County, Pennsylvania, 15214, USA",40.4802553,-80.0312516029412,0.706513737032885,-1.3968088449633134,[10.25728717],[10.76947089],[10.51286053],60,36,49
125,"3015 Josephine St, Pittsburgh, PA 15203",House for Rent,,"$1,095","2 br, 2 bath House - 3015 Josephine St","3015, Josephine Street, Billy Buck Hill, South Side Slopes, PGH, Allegheny County, Pennsylvania, 15203, USA",40.422293,-79.965507,0.7055021040558563,-1.3956613851765733,[10.7172505],[11.25011709],[10.80670233],95,96,89
126,"569 Loretto Rd, Pittsburgh, PA 15217",House for Rent,,"$1,075","2 br, 1 bath House - 569 Loretto Road","569, Loretto Road, Four Mile Run, Greenfield, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4210874781703,-79.9378497089407,0.7054810637307233,-1.3951786743854062,[10.74549633],[11.21328808],[10.82331807],92,99,91
127,"2001 Boulevard of the Allies, Pittsburgh, PA 15219",Townhome for Rent,,$800,2001 Boulevard of the Allies,"2001, Boulevard of the Allies, Soho, Bluff, PGH, Allegheny County, Pennsylvania, 15219, USA",40.436352,-79.977663,0.7057474798953941,-1.3958735474004458,[10.68345731],[11.27946182],[10.82186162],97,91,91
128,"3837 Hiawatha St, Pittsburgh, PA 15212",House for Rent,,"$1,000",3 Bedroom Northside House with Huge Yard,"3837, Hiawatha Street, Brighton Heights, PGH, Allegheny County, Pennsylvania, 15212, USA",40.4836723742029,-80.0440614519036,0.7065733762285105,-1.3970324190043906,[10.16409369],[10.60659362],[10.40744287],48,23,35
129,"2402 Cobden St, Pittsburgh, PA 15203",House for Rent,,"$1,225","4 br, 2 bath House - 2402 Cobden St","2402, Cobden Street, Billy Buck Hill, South Side Slopes, PGH, Allegheny County, Pennsylvania, 15203, USA",40.4200786781348,-79.9722555012438,0.7054634568486096,-1.3957791687428525,[10.69966721],[11.2315283],[10.78490353],94,93,86
130,"351 S Atlantic Ave, Pittsburgh, PA 15224",Condo for Rent,,"$1,095","2 br, 1 bath  - 351 S Atlantic Ave 1","351, South Atlantic Avenue, Garfield, PGH, Allegheny County, Pennsylvania, 15224, USA",40.4608109511915,-79.9390079829641,0.7061743691252703,-1.3951988900807546,[10.58832998],[11.27482127],[10.86712418],97,79,97
131,"1027 Macon Ave, Pittsburgh, PA 15218",Condo for Rent,,"$1,200","2 br, 1 bath Apartment - 1027 Macon Ave","1027, Macon Avenue, Regent Square, Swissvale, Allegheny County, Pennsylvania, 15218, USA",40.4325616910683,-79.8975752551637,0.7056813265248683,-1.394475752562555,[10.67728806],[11.07183287],[10.84631778],82,90,95
132,"105 Shadyhill Rd, Pittsburgh, PA 15205",House for Rent,,"$1,200","1 br, 1 bath House - 105 Shadyhill Rd","105, Shadyhill Road, Westwood, PGH, Allegheny County, Pennsylvania, 15205, USA",40.4351444781443,-80.0486244505717,0.7057264046632225,-1.397112058354913,[10.32686616],[10.80359131],[10.41513727],63,45,36
133,"101 Shadyhill Rd, Pittsburgh, PA 15205",House for Rent,,"$1,950","5 br, 3 bath House - 101 Shadyhill Rd","101, Shadyhill Road, Westwood, PGH, Allegheny County, Pennsylvania, 15205, USA",40.4351501593814,-80.0486254835239,0.7057265038195154,-1.39711207638333,[10.32685443],[10.80357829],[10.41514179],63,45,36
134,"69 Allen St, Pittsburgh, PA 15210",House for Rent,,"$1,299","5 br, 3 bath House - 69 Allen","69, Allen Street, Allentown, PGH, Allegheny County, Pennsylvania, 15210, USA",40.4214592857143,-79.9938377142857,0.7054875529965499,-1.3961558494203006,[10.63448574],[11.18088095],[10.72455674],90,85,78
135,"144 44th St, Pittsburgh, PA 15201",House for Rent,,"$1,950","4 br, 2 bath House - 144 44th St","144, 44th Street, Lawrenceville, Central Lawrenceville, PGH, Allegheny County, Pennsylvania, 15201, USA",40.472604,-79.961527,0.7063801966558271,-1.395591921072344,[10.48522704],[11.21962479],[10.81034868],93,65,90
136,"430 Brownsville Rd, Pittsburgh, PA 15210",Condo for Rent,,$650,430 Brownsville,"430, Brownsville Road, Carrick, Brentwood, Allegheny County, Pennsylvania, 15210, USA",40.4126074849868,-79.9893982250094,0.7053330599291245,-1.396078365715322,[10.63205286],[11.14787723],[10.70329567],88,85,75
137,"827 S Braddock Ave, Pittsburgh, PA 15221",Condo for Rent,,"$1,495",827 S Braddock Ave,"827, South Braddock Avenue, Park Place, Regent Square, Swissvale, Allegheny County, Pennsylvania, 15221, USA",40.436562245863,-79.8961806885078,0.7057511493779421,-1.3944514127827712,[10.65956995],[11.07710658],[10.8557011],82,88,96
138,"2412 Cobden St, Pittsburgh, PA 15203",House for Rent,,"$1,175","3 br, 2.5 bath House - 2412 Cobden St","2412, Cobden Street, Billy Buck Hill, South Side Slopes, PGH, Allegheny County, Pennsylvania, 15203, USA",40.4200620688085,-79.9721330074626,0.7054631669611791,-1.3957770308230573,[10.69993961],[11.23160156],[10.78510075],94,93,86
139,"68 Gregory St, Pittsburgh, PA 15203",House for Rent,,"$1,000","3 br, 1 bath House - 68 Gregory St","68, Gregory Street, Billy Buck Hill, South Side Slopes, PGH, Allegheny County, Pennsylvania, 15203, USA",40.4237763125,-79.9791701875,0.7055279927428173,-1.3958998527847657,[10.68567308],[11.23734745],[10.78221481],94,92,86
140,"6635 Ridgeville St, Pittsburgh, PA 15217",Townhome for Rent,,"$1,485",6635 Ridgeville St,"6635, Ridgeville Street, Point Breeze, Point Breeze South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4437002489939,-79.9141038406583,0.705875731034594,-1.3947642308001333,[10.67302087],[11.20644475],[10.87671701],92,90,99
141,"7225 Meade St, Pittsburgh, PA 15208",Condo for Rent,,"$1,275",7225 Meade St,"7225, Meade Street, Homewood, Point Breeze North, PGH, Allegheny County, Pennsylvania, 15208, USA",40.4499691386812,-79.9002107286755,0.7059851438000817,-1.3945217502526852,[10.5974797],[11.12806103],[10.86856375],86,80,98
142,"302 S Negley Ave, Pittsburgh, PA 15232",Condo for Rent,,"$1,495",302 S Negley Ave,"302, South Negley Avenue, Friendship, PGH, Allegheny County, Pennsylvania, 15232, USA",40.4604816,-79.9328234,0.7061686208625834,-1.3950909487451686,[10.58427403],[11.2626362],[10.86772164],96,78,97
143,"310 Amber St, Pittsburgh, PA 15206",Condo for Rent,,$995,310 Amber St,"310, Amber Street, East Liberty, PGH, Allegheny County, Pennsylvania, 15206, USA",40.4601287960364,-79.931661471882,0.7061624632718044,-1.3950706692738377,[10.58583821],[11.26071826],[10.86842234],96,79,98
144,"2325-2327 Eldridge St, Pittsburgh, PA 15217",Condo for Rent,,$950,2325-2327 Eldridge St,"2325, Eldridge Street, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4309441352852,-79.9223073403025,0.7056530948506184,-1.3949074088791107,[10.73224453],[11.20984951],[10.8562521],92,98,96
145,"2325-2327 Eldridge St, Pittsburgh, PA 15217",Condo for Rent,,$995,2325-2327 Eldridge St,"2325, Eldridge Street, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4309441352852,-79.9223073403025,0.7056530948506184,-1.3949074088791107,[10.73224453],[11.20984951],[10.8562521],92,98,96
146,"917 Excelsior St, Pittsburgh, PA 15210",House for Rent,,$950,"2 br, 1 bath House - 917 Excelsior","917, Excelsior Street, Allentown, PGH, Allegheny County, Pennsylvania, 15210, USA",40.4230041956585,-79.9916143687619,0.7055145167617229,-1.3961170447205007,[10.64458593],[11.19618786],[10.73895498],91,86,80
147,"3344 Beechwood Blvd, Pittsburgh, PA 15217",House for Rent,,"$2,100","6 br, 2.5 bath House - 3344 Beechwood Blvd","Beechwood Boulevard, Four Mile Run, Greenfield, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4278554,-79.9287067,0.7055991862501692,-1.3950190987758517,[10.74255851],[11.22165678],[10.8484882],93,99,95
148,"2437 Edgar St, Pittsburgh, PA 15210",House for Rent,,$895,"4 br, 1 bath House - 2437 Edgar Street","2437, Edgar Street, Carrick, PGH, Allegheny County, Pennsylvania, 15210, USA",40.3863100930043,-79.9830996321279,0.7048740838543424,-1.3959684345312973,[10.52240189],[10.91628736],[10.57478947],71,70,57
149,"526 Penn Ave, Pittsburgh, PA 15222",1-2 Bed,,"$1,300 - 1,995",526 Penn Avenue,"526, Penn Avenue, Downtown, PGH, Allegheny County, Pennsylvania, 15222, USA",40.4424831085395,-80.0028093731617,0.7058544879262055,-1.3963124344070523,[10.58699711],[11.17921625],[10.73930531],90,79,80
150,"908 Penn Ave, Pittsburgh, PA 15222",1-2 Bed,,"$1,195 - 1,595",908 Penn Avenue,"908, Penn Avenue, Downtown, PGH, Allegheny County, Pennsylvania, 15222, USA",40.443770476074,-79.9978979678497,0.7058769567283658,-1.3962267142134581,[10.60289787],[11.20521963],[10.76271916],92,81,83
151,"915 Penn Ave, Pittsburgh, PA 15222",1-2 Bed,,"$1,195 - 2,000",The Penn Garrison Lofts,"915, Penn Avenue, Downtown, PGH, Allegheny County, Pennsylvania, 15222, USA",40.4439772555539,-79.9977726883731,0.7058805657111156,-1.3962245276741063,[10.6027783],[11.20572652],[10.76344216],92,81,83
152,"5562 Hobart St, Pittsburgh, PA 15217",1-2 Bed,,"$1,050 - 1,510",Wendover,"5562, Hobart Street, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4321571,-79.9286000536155,0.7056742650786022,-1.3950172374453067,[10.73588667],[11.24016687],[10.86191387],94,98,97
153,"4840 Harrison St, Pittsburgh, PA 15201",2 Bed,,"$1,850",Locomotive Lofts,"4840, Harrison Street, Lawrenceville, Central Lawrenceville, PGH, Allegheny County, Pennsylvania, 15201, USA",40.4774840824221,-79.958981457782,0.7064653701618615,-1.3955474929793912,[10.43093498],[11.18687849],[10.78732819],90,58,86
154,"3080 Smallman St, Pittsburgh, PA 15201",2 Bed,,"$1,800",31st Street Lofts,"3080, Smallman Street, Strip District, PGH, Allegheny County, Pennsylvania, 15201, USA",40.4601937137624,-79.9724587695049,0.706163596299866,-1.3957827164432735,[10.5868976],[11.26540037],[10.83468176],96,79,93
155,"125 N Saint Clair St, Pittsburgh, PA 15206",1 Bed,,$853 - 950,Penn Manor Apartments,"125, N St Clair Street, East Liberty, PGH, Allegheny County, Pennsylvania, 15206, USA",40.463074799055,-79.9287914850612,0.7062138807242527,-1.395020578554326,[10.55411121],[11.24233202],[10.85913032],94,74,96
156,"McKees Rocks, PA 15136",Condo for Rent,,$750,414 Ella St,"McKees Rocks, Allegheny County, Pennsylvania, 151363, USA",40.4656244,-80.0656106,0.706258379655355,-1.3974085225896726,[10.1143791],[10.49503952],[10.27090632],40,17,16
157,"3705 Main St, Munhall, PA 15120",Condo for Rent,,$650,3705 Main St,"3705, Main Street, Munhall, Allegheny County, Pennsylvania, 15120, USA",40.3844008456927,-79.9036601034257,0.7048407612025201,-1.3945819531992112,[10.54346456],[10.63746828],[10.53467516],50,73,52
158,"325 Johnston Rd, Penn Hills, PA 15235",House for Rent,,$999,"2 br, 1 bath House - 325 Johnston Rd","325, Johnston Road, Laketon Heights, Penn Hills, Allegheny County, Pennsylvania, 15235, USA",40.4661158105477,-79.856304328796,0.7062669563873912,-1.3937554390120905,[10.24392459],[10.71020073],[10.79819153],56,34,88
159,"West Mifflin, PA 15122",House for Rent,,$850,437 Bellwood Rd,"West Mifflin, Allegheny County, Pennsylvania, USA",40.3634026,-79.8664375,0.7044742726780397,-1.3939322962132688,[10.26424699],[9.93675578],[10.17686242],0,36,3
160,"369 Questend Ave, Mount Lebanon, PA 15228",Townhome for Rent,,"$1,450","3 br, 1.5 bath Townhome - 369 Questend Ave","369, Questend Avenue, Mount Lebanon, Allegheny County, Pennsylvania, 15228, USA",40.3763176,-80.0322413,0.7046996819509348,-1.3968261184355868,[10.32841392],[10.6183456],[10.2729509],49,45,16
161,"233 Clearview Ave, Crafton, PA 15205",House for Rent,,"$1,150","3 br, 1 bath House - 233 Clearview Ave","233, Clearview Avenue, Crafton, Allegheny County, Pennsylvania, 15205, USA",40.4364924403257,-80.0595407843608,0.7057499310414802,-1.3973025843217797,[10.23630569],[10.67896747],[10.31585799],53,33,22
162,"3545 York St, Munhall, PA 15120",House for Rent,,"$1,100","3 br, 1 bath House - 3545 York St","3545, York Street, Munhall, Allegheny County, Pennsylvania, 15120, USA",40.3862297224141,-79.9110829600855,0.7048726811229216,-1.3947115064878284,[10.56916342],[10.71698866],[10.56724912],56,76,56
163,"3310 Jameson Dr, Brentwood, PA 15227",3 Bed,,$725,Brentwood Townhomes,"3310, Jameson Drive, Brentwood, Allegheny County, Pennsylvania, 15227, USA",40.3746193420742,-79.9841931715588,0.7046700417585815,-1.3959875203948668,[10.43807643],[10.76292244],[10.49479729],60,59,46
164,"405-419 S Braddock Ave, Pittsburgh, PA 15221",,,,Heidelberg,"405, South Braddock Avenue, Park Place, Point Breeze South, PGH, Allegheny County, Pennsylvania, 15221, USA",40.4443926504514,-79.8961384158483,0.705887815719773,-1.3944506749856793,[10.62108289],[11.09569847],[10.86632988],84,83,97
165,"1088 Greentree Rd, Pittsburgh, PA 15220",,,,Greentree Manor,"Greentree Road, West End, PGH, Allegheny County, Pennsylvania, 15220, USA",40.4347039,-80.0351135,0.7057187151239921,-1.3968762477823626,[10.42439737],[10.93836642],[10.52594255],72,57,51
166,"176-178 W Prospect Ave, Pittsburgh, PA 15205",,,,Comfort Arms,"176, West Prospect Avenue, Fairywood, Ingram, Allegheny County, Pennsylvania, 15205, USA",40.4478035856242,-80.0724685636319,0.7059473477691105,-1.3975282166350314,[10.10246118],[10.49010137],[10.20113217],40,15,6
